Product_SKU,Product_Weight,Product_Fat,Product_Shelf_Space,Product_Class,Product_MRP,Store_Id,Store_Founded_Year,Store_Size,Store_Location_Type,Store_Type,Product_Store_Sales
1c02be265fc872cd2da4777a822992da,NA,Regular,0.15028599,Apparel,51.0692,LOCATION019,1990,Small Size,Level 1,Groceries Store,147.8076
9bc62d2bb96f3f2a8155ba5315afcec0,NA,Low,0.026015519,Antiques,255.8356,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,2543.356
7507f4b2d6ba2f76608c356afa60a3c9,17.7,LF,0.195068226,Antiques,185.4266,LOCATION010,2003,,Level 3,Groceries Store,184.4266
6319e217a9fa23368abb59486557e534,19.35,Low,0.033082215,Art,172.5738,LOCATION035,2009,Small Size,Level 2,Deparment Store,4865.6664
2e7404beaa4ebe022322b22034bc0100,13.65,Regular,0.078946455,Books,186.024,LOCATION045,2007,,Level 2,Deparment Store,1118.544
43fed1abd97b012f3c71c9079bbff9d9,8.645,Low,0.143422643,Collectibles,95.841,LOCATION046,2002,Small Size,Level 1,Deparment Store,2027.361
693641576f4a85d35ff3542670b30671,15.6,Regular,0.105296072,Antiques,170.1764,LOCATION046,2002,Small Size,Level 1,Deparment Store,3435.528
362f0b86ad6d0002ab5842949aa2fc21,15.85,Regular,0.121531501,Electronics,59.222,LOCATION013,1992,Large Size,Level 3,Deparment Store,599.22
5d151c7282d80b5ca515b3b95f043e0a,18.25,Low,0,Jewelry,164.7526,LOCATION045,2007,,Level 2,Deparment Store,4604.6728
8434fa6a11e0b8ac545fa8c2c6ebb5f0,8.39,Regular,0.024205661,Apparel,114.0176,LOCATION046,2002,Small Size,Level 1,Deparment Store,2290.352
565401a4d861e57603bf9822e3ccb358,12.85,Low,0.033230816,Antiques,172.3422,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1207.0954
6cde7d5c42ee302a3220e6c419675ef3,NA,Low,0.113720344,Electronics,89.9804,LOCATION019,1990,Small Size,Level 1,Groceries Store,643.1628
108f7b31704e47bc25483b382c770d3e,19,Low,0.112556507,Apparel,104.9622,LOCATION017,2012,,Level 2,Deparment Store,1587.933
efd93544ef921dfd08a0ba198794018a,5.905,Low,0,Beauty,222.5456,LOCATION045,2007,,Level 2,Deparment Store,5305.0944
70f3a5bcc82cdbcc4204c4325557a0d5,7.76,Low,0.059352241,Antiques,101.87,LOCATION046,2002,Small Size,Level 1,Deparment Store,1697.79
4bfba57cd742dfc6469dc4e252cbab8e,11.8,reg,0.014087057,Apparel,180.3344,LOCATION046,2002,Small Size,Level 1,Deparment Store,1427.4752
a68bee1fd5cc6adbc719ee0b09c6f978,NA,Low,0.293417759,Accesories,194.6136,LOCATION019,1990,Small Size,Level 1,Groceries Store,583.2408
b193ab204944eb8b4e9e789dbaf3fcc6,NA,Regular,0.031382044,Electronics,171.3764,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,3091.9752
6c85f46b4865404ea44945dc2d5387d5,15.5,Regular,0.12639886,Business Products,177.0028,LOCATION017,2012,,Level 2,Deparment Store,2479.4392
2edcb35ac8eabec73978a73209e2d9a8,6.055,Low,0.025403898,Business Products,160.992,LOCATION035,2009,Small Size,Level 2,Deparment Store,2716.464
9a6d4b0cc1f33d71e20039952bfef36c,6.305,Regular,0.123115764,Antiques,95.6436,LOCATION046,2002,Small Size,Level 1,Deparment Store,661.8052
6235612527a30501b40b8b6126b7d073,20.85,Low,0.039624006,Art,117.2808,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1523.3504
343305aaa9a62348f3c89472a41a3428,20.75,Low,0.040421193,Business Products,122.173,LOCATION010,2003,,Level 3,Groceries Store,369.519
55de0f00466a2cda2e6296c3f35e9af2,8.895,Low,0.105274111,Books,39.9138,LOCATION049,2004,Medium Size,Level 1,Deparment Store,690.4346
80ed5f182038a86c3141093564f40eb1,19.6,Low,0.033970195,Home and Garden,55.1614,LOCATION045,2007,,Level 2,Deparment Store,1381.535
b843839b725cd37edab4e354b1377139,19.7,Low,0.053212652,Business Products,57.893,LOCATION035,2009,Small Size,Level 2,Deparment Store,622.523
079d211057f324b4fd743983f4834ed6,9.8,Low,0.024378706,Collectibles,114.5492,LOCATION035,2009,Small Size,Level 2,Deparment Store,1274.3412
12c18a1842eeeca1bfdb813706073c1f,NA,Low,0.009714595,Apparel,120.0414,LOCATION019,1990,Small Size,Level 1,Groceries Store,487.3656
212bcdc738ae1c403ae861f7314a2302,12.15,Low,0.131383762,Apparel,246.046,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1231.73
0e0362fa79cc5fcd06df67a2c8191c0f,8.75,Regular,0.07461309,Business Products,187.4556,LOCATION035,2009,Small Size,Level 2,Deparment Store,3755.112
a47bf679a2f1549ec3df9e763572380c,NA,Low,0.028459761,Accesories,149.9708,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,4363.6532
9307e9fcce3822ecdd9cbbebd1ab1c29,13.3,Low,0.063695084,Apparel,151.0708,LOCATION045,2007,,Level 2,Deparment Store,1805.6496
b16548af7d39201c1c1a4502d200f1f1,8.31,Regular,0.115857223,Antiques,179.1028,LOCATION049,2004,Medium Size,Level 1,Deparment Store,3896.2616
0ada2290205724fd51fec7e4e2d47506,19.75,Low,0.034027909,Antiques,212.0902,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,3185.853
86820b84bb118f0ceba26d31d66cf7a1,17.1,Regular,0.0467696,Beauty,141.1838,LOCATION013,1992,Large Size,Level 3,Deparment Store,2247.7408
73a77355454f71a0e32c184f56789ce4,NA,low fat,0.278974075,Home and Garden,225.372,LOCATION019,1990,Small Size,Level 1,Groceries Store,679.116
15b702f7d062e23ff33af74c88598248,14.15,Low,0.035913805,Home and Garden,41.4138,LOCATION013,1992,Large Size,Level 3,Deparment Store,812.276
7bdf625514746e2c3971d9ac91e01807,13.3,Low,0.079806266,Books,232.53,LOCATION046,2002,Small Size,Level 1,Deparment Store,699.09
becf47b98879b5c013cce0cd3344a2c2,NA,Regular,0.064625342,Art,176.937,LOCATION019,1990,Small Size,Level 1,Groceries Store,176.437
9bf3271f3cc60f6eb3e3ce909f3e5f9b,7.5,Low,0.032677678,Apparel,239.0906,LOCATION049,2004,Medium Size,Level 1,Deparment Store,5942.265
a3821f0199d683c41a398503a925a88d,16.85,Regular,0.160760054,Apparel,192.4478,LOCATION017,2012,,Level 2,Deparment Store,4843.695
01bf39c90e0f8067cad2fbfa128d687a,7.485,Low,0.06911065,Antiques,109.0228,LOCATION035,2009,Small Size,Level 2,Deparment Store,2542.0244
5712d8cb7cbc5106f0b5c525adbc2fb8,13,Low,0.035307322,Accesories,47.5034,LOCATION017,2012,,Level 2,Deparment Store,680.4476
f75ffa33ab1a0edd7ddff81dee39f4ba,12.65,LF,0.063017847,Home and Garden,159.0578,LOCATION045,2007,,Level 2,Deparment Store,2085.9514
e1594d4c2bcc50b690e7bf5eaf4e819c,20.25,Regular,0.171938781,Beauty,92.512,LOCATION010,2003,,Level 3,Groceries Store,186.424
6d40f06425e43f559be4df9009bd9cf2,8.6,Regular,0.040197932,Beauty,190.153,LOCATION035,2009,Small Size,Level 2,Deparment Store,3036.048
822c3c584b3442038150944e04b4a566,12.6,Low,0.049058014,Automotive,62.7194,LOCATION017,2012,,Level 2,Deparment Store,866.8716
1cda59ffe9ea8d2fed763d26be6e813c,17.7,Low,0.01161096,Apparel,95.041,LOCATION035,2009,Small Size,Level 2,Deparment Store,868.869
b1826aa3e35548ad4effa2bad293f445,14.15,Low,0.183507295,Home and Garden,82.4276,LOCATION046,2002,Small Size,Level 1,Deparment Store,1137.1864
9536febc7f65026f4759616408c1664f,19.25,Low,0.102349519,Books,52.7956,LOCATION017,2012,,Level 2,Deparment Store,928.1252
af02f9b5b4ea4b513641248fb521bb25,8.88,Low,0.086708987,Cameras,151.7682,LOCATION013,1992,Large Size,Level 3,Deparment Store,762.341
6edca055180c8693c9e6d3b644f1f952,20.5,Low,0.032835147,Accesories,40.2822,LOCATION045,2007,,Level 2,Deparment Store,707.0796
ad5dc76f6c5083dcbfd8d32530ed880d,NA,Low,0.033809913,Beauty,180.5976,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,7968.2944
036365c58669ee18821877dba982955a,8.89,Low,0.009163216,Apparel,101.7016,LOCATION010,2003,,Level 3,Groceries Store,101.2016
d3227aa68764b993c28862e4ed3e2f62,7.855,Low,0.011307038,Beauty,188.5188,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,952.094
5d151c7282d80b5ca515b3b95f043e0a,NA,Low,0.059956876,Jewelry,165.4526,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5262.4832
cebefc435a8e9fb7060e9de892256955,6.92,Low,0.038532062,Books,60.5852,LOCATION045,2007,,Level 2,Deparment Store,1314.2892
aecea7c7b9acef372050ca020f63ef7c,9.3,Low,0.043209581,Business Products,90.8172,LOCATION017,2012,,Level 2,Deparment Store,535.3032
a3687f82f82ad8c82720041d5b88a4be,18.5,Low,0.056816465,Gourmet Food,132.1284,LOCATION010,2003,,Level 3,Groceries Store,263.6568
134718ccd9b89c1288046ceeaa6a227b,8.02,Low,0.019866705,Accesories,154.5972,LOCATION035,2009,Small Size,Level 2,Deparment Store,1402.1748
3e8e2ade7d1b190e2f126d1102d0ccc2,9.195,Low,0.048331717,Accesories,105.1622,LOCATION017,2012,,Level 2,Deparment Store,1693.7952
b35171a23c4e038f8df2f8bab3ab05ea,12.8,Low,0.091221855,Gourmet Food,105.5938,LOCATION045,2007,,Level 2,Deparment Store,2143.876
af8b899581bdeaeabdd67705e398746e,16.6,Low,0.027622076,Accesories,177.6344,LOCATION049,2004,Medium Size,Level 1,Deparment Store,2676.516
c14d45495ca6e79e0d4a28ef0a030eb9,14,Regular,0,Apparel,53.064,LOCATION035,2009,Small Size,Level 2,Deparment Store,905.488
4ed02b5d7529eaf10d55c5ad2c952ea1,18.6,Low,0.039355947,Apparel,246.3802,LOCATION049,2004,Medium Size,Level 1,Deparment Store,7370.406
b7dc1b43c6ed7cc626b9c9be488f6373,7.235,Low,0.076841095,Accesories,117.5492,LOCATION035,2009,Small Size,Level 2,Deparment Store,1969.4364
5de9b20afba719c1265a6c7412a8664d,14.6,Low,0.151419185,Home and Garden,50.3692,LOCATION017,2012,,Level 2,Deparment Store,1034.6532
7357adc8362eb36a2b48d434849853bd,13.85,reg,0.026001976,Apparel,161.521,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1794.331
680c31a0b3669682129f964a68ae9901,13.65,Regular,0.073209447,Apparel,197.6426,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,2768.3964
3af9bf2176f95c19e7caf211bfe947ae,7.365,Low,0.042560252,Business Products,226.172,LOCATION046,2002,Small Size,Level 1,Deparment Store,3169.208
953712339d812995e1b58598c5067706,18.6,Low,0.152918384,Baby Products,99.8358,LOCATION017,2012,,Level 2,Deparment Store,1910.1802
47c9df90aa65ea58dae66dad1309d245,13.85,Low,0.030969274,Home and Garden,140.9154,LOCATION017,2012,,Level 2,Deparment Store,1701.7848
88af1efce206f7f8779daa0572ac7b6a,14,Regular,0.060376776,Apparel,154.5656,LOCATION013,1992,Large Size,Level 3,Deparment Store,2471.4496
efd93544ef921dfd08a0ba198794018a,5.905,Low,0.045838211,Beauty,222.5456,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,3315.684
5fc2db9c279150c7b318c138134cdc0c,19.5,Regular,0.077608838,Home and Garden,233.4958,LOCATION017,2012,,Level 2,Deparment Store,5375.0034
30e46d81258aeada72d72d4f603a69d8,15.2,Low,0.021327477,Beauty,216.8824,LOCATION017,2012,,Level 2,Deparment Store,2838.9712
45c0c455db40d89541670608f28e6774,12.15,Regular,0.042485444,Beauty,125.0046,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1743.0644
822c3c584b3442038150944e04b4a566,12.6,Low,0.0489808,Automotive,61.9194,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,619.194
1231230703d20535931b087d751d53b2,14.5,Low,0.019471688,Gourmet Food,164.821,LOCATION035,2009,Small Size,Level 2,Deparment Store,2120.573
bbd08c010ae98f2b6731bceac4974fb0,16.6,Low,0.122918852,Business Products,173.0738,LOCATION017,2012,,Level 2,Deparment Store,3823.0236
e64f98a84b4634837a77020a533ce1f6,11.8,Regular,0.057373797,Art,151.4366,LOCATION013,1992,Large Size,Level 3,Deparment Store,1360.2294
dd5157e84dfcbadf39948fa9e106e1af,13.1,Regular,0.044155597,Business Products,178.8318,LOCATION013,1992,Large Size,Level 3,Deparment Store,3969.4996
01b72b475293223c87ab7b40934a79b7,17.85,LF,0,Automotive,196.5794,LOCATION010,2003,,Level 3,Groceries Store,585.2382
b361812c7d57a4ed1600e1d1f65daf5a,12.3,Regular,0.064750025,Jewelry,92.6804,LOCATION045,2007,,Level 2,Deparment Store,1010.6844
d15d349fa59b49c5cd9ede0de598e16b,11.8,Low,0.098312421,Collectibles,81.4618,LOCATION010,2003,,Level 3,Groceries Store,161.1236
c586196a2ecb7a494fe047445e7ef572,NA,Regular,0.191013663,Home and Garden,42.1112,LOCATION019,1990,Small Size,Level 1,Groceries Store,42.6112
af0ba99f52e449315174b03f788fcf87,11.1,Low,0.176573035,Electronics,157.4604,LOCATION045,2007,,Level 2,Deparment Store,3010.7476
88af1efce206f7f8779daa0572ac7b6a,NA,Regular,0.060134441,Apparel,153.0656,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,6024.1584
b314e8a792601e5bfb6dedbcdec82615,11.3,Low,0.007294652,Art,198.1426,LOCATION045,2007,,Level 2,Deparment Store,988.713
9e7b0adea989318e61b739904825ff51,NA,Low,0.128478462,Collectibles,117.944,LOCATION019,1990,Small Size,Level 1,Groceries Store,239.688
350576f1cdf2e27987a2d3d640bb8a77,5.75,Regular,0.075107656,Books,112.8176,LOCATION013,1992,Large Size,Level 3,Deparment Store,1374.2112
94b4130cb7736a9d384673d6b9cc8fce,NA,Regular,0.049381406,Electronics,226.8062,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,4739.8302
8fcdb3ba5061b77d672e2cb5cc55e733,11.35,Regular,0.045165796,Antiques,100.0016,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,1012.016
36e9fae26144c42ccbe99df98d715f4d,NA,Regular,0.09415375,Business Products,165.7526,LOCATION019,1990,Small Size,Level 1,Groceries Store,657.8104
e55ac52eeaca737bb17802d547a8e8b3,19.75,Regular,0.018059621,Apparel,179.766,LOCATION045,2007,,Level 2,Deparment Store,2336.958
c9d3607ed9ec8619408ca570a86df37b,6.525,Low,0.090436094,Accesories,85.0882,LOCATION049,2004,Medium Size,Level 1,Deparment Store,2233.0932
cf72d3148d93e08787c886030ab465c8,10.3,Low,0.146399712,Art,103.9648,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1661.8368
b3c6c894a823532804704eadb2e24f50,11.85,Regular,0.050186726,Business Products,164.1526,LOCATION045,2007,,Level 2,Deparment Store,3124.5994
e4602f7e136dac998d59a1be3a820abb,16.35,Low,0.020631654,Business Products,50.1324,LOCATION018,2014,Medium Size,Level 3,Supermarket Store,467.3916
69e5e3aa0a4db6ef552240923a488415,NA,Low,0.01561108,Accesories,182.5976,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5070.7328
751aa2432767bb3c7feb28f7d6f1d643,10.5,Low,0.041395445,Business Products,37.6164,LOCATION046,2002,Small Size,Level 1,Deparment Store,540.6296
2bea70d0ec5dd13d218df51826714518,19,Regular,0.097313129,Apparel,48.0718,LOCATION046,2002,Small Size,Level 1,Deparment Store,992.7078
3aa3295f8b1aa072d45b1cfbf0b89a3e,14.6,Low,0.059582996,Gourmet Food,238.8538,LOCATION049,2004,Medium Size,Level 1,Deparment Store,6008.845
d112f50c4d6dfee9378a300fcb9ca69c,NA,Regular,0.098663652,Books,62.9194,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,2105.2596
a02d18b05cfc74c5895579ac90c7e275,NA,reg,0.101338651,Beauty,232.63,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,5359.69
520790f97a621c55efe4ff794a9b4938,18.75,Low,0.052146456,Collectibles,104.628,LOCATION045,2007,,Level 2,Deparment Store,745.696
049010ac713f82909961de4ec83a308d,5.26,Regular,0.041764487,Electronics,161.8868,LOCATION035,2009,Small Size,Level 2,Deparment Store,3275.736
106b4647f32ec58436e827efe3895a58,18.25,Low,0.054344186,Antiques,140.2154,LOCATION045,2007,,Level 2,Deparment Store,1701.7848
e9fe2faa6832f1b57e1c66b4ff3743fc,NA,Low,0.078362484,Electronics,177.937,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,6704.606
28f110ea38cbec9f9cc98101cb6ec28d,15.1,Low,0.052339069,Art,242.7512,LOCATION046,2002,Small Size,Level 1,Deparment Store,4119.9704
175edc4a476bd994199a8793e575f2b0,15.5,Regular,0.042464962,Electronics,81.5934,LOCATION010,2003,,Level 3,Groceries Store,327.5736
f70f5f82a709e4edae12bdc27bcc210e,13.65,Low,0.065732883,Apparel,45.7402,LOCATION049,2004,Medium Size,Level 1,Deparment Store,780.9834
1789c4a48150cf7bc8a5a8eef44573fd,16.1,LF,0.023625114,Home and Garden,189.3846,LOCATION045,2007,,Level 2,Deparment Store,3630.6074
e9d22b91a53574866a8bff42c1968c0c,NA,Regular,0.051643608,Antiques,107.3622,LOCATION019,1990,Small Size,Level 1,Groceries Store,317.5866
6fbad9cc40a70a5fed00e3fdc76bc60e,12.85,Low,0.165694219,Apparel,39.7164,LOCATION010,2003,,Level 3,Groceries Store,231.6984
d25684d20a0dd97418083befe5818c44,9.5,LF,0.041878397,Home and Garden,32.99,LOCATION035,2009,Small Size,Level 2,Deparment Store,133.16
2d713591b67a9fddcb02d058807ab8f3,5.78,Regular,0,Antiques,263.7568,LOCATION017,2012,,Level 2,Deparment Store,2636.568
baf133b4374f9d438ef234f11cbf1ae2,19.7,Low,0.026903714,Accesories,96.0726,LOCATION045,2007,,Level 2,Deparment Store,1272.3438
e1c72b9691d089d73138def8231ecc5f,14.65,Low,0,Accesories,161.5552,LOCATION010,2003,,Level 3,Groceries Store,324.9104
94ed762b3c67eb9827ef78464dc42c0c,6.67,Regular,0.150554711,Antiques,130.0626,LOCATION010,2003,,Level 3,Groceries Store,131.1626
59f7069c1c1aabe6f135bf59c84e1ba9,6.11,Regular,0,Business Products,131.2968,LOCATION010,2003,,Level 3,Groceries Store,260.9936
35f12229a2403ae255f44fb08b3abaf9,13.65,Regular,0.134975628,Apparel,260.0936,LOCATION010,2003,,Level 3,Groceries Store,260.9936
05d53d96bc6277ddb5e00718b71b4f9d,17.2,Low,0.15616879,Art,160.6578,LOCATION013,1992,Large Size,Level 3,Deparment Store,3690.5294
86931c916e0ff6329dd0003423109086,6.32,LF,0,Art,40.2822,LOCATION035,2009,Small Size,Level 2,Deparment Store,1139.1838
8a7874a265eae7f893e447d63514fffe,4.88,Regular,0.133700752,Electronics,52.9298,LOCATION049,2004,Medium Size,Level 1,Deparment Store,1995.4026
8e29c10ce2f7f4bc2d428ca3edb123ac,5.425,Regular,0.115119905,Electronics,88.3514,LOCATION017,2012,,Level 2,Deparment Store,1416.8224
f75ffa33ab1a0edd7ddff81dee39f4ba,12.65,Low,0.062837968,Home and Garden,161.5578,LOCATION013,1992,Large Size,Level 3,Deparment Store,2406.867
343305aaa9a62348f3c89472a41a3428,20.75,Low,0.024129332,Business Products,124.173,LOCATION013,1992,Large Size,Level 3,Deparment Store,2956.152
a35add5e078d7c08000da0e40c7fa22c,NA,Low,0.049754975,Books,152.134,LOCATION019,1990,Small Size,Level 1,Groceries Store,153.134
bae5b518a599ca2159fd2e0bf2098070,NA,Low,0.101561568,Beauty,181.9292,LOCATION027,1990,Medium Size,Level 3,Hypermarket Store,3101.2964
