transaction_date_iso,Volume,SystemOutcome,EfficiencyRate,DelayCode,SystemCode,Cab Temperature,Aspect,Location,Phase1,Phase2,RotationalAspect,GantryAspect,ChannelNumber,GantryAim,GantryVertical,BearingAspect,BearingAim,BoomVertical,RailMotor1,RailMotor2,MagneticVariance,LiftRate,VerticalLift,VerticalPosition,RailError,RailLengthPosition,MaxControl,Convexity,Systematic,Constraint
09/17/2013T3:09:26Z,5,Normal,1,25,,28.47,,23.11,,,-89,0.5,0,7,7.41,43.1,1.92,4.42,14.41,24.45,12.65,27.58,-6.31,-5.91,,44,-69,,,
09/17/2013T3:09:28Z,5,Normal,1,25,,28.47,,23.11,,,-89,0.5,0,7,7.32,43.1,1.92,4.42,14.41,24.45,12.65,27.58,-6.31,-5.91,,44,-69,,,28
09/17/2013T3:09:31Z,5,Normal,1,25,,28.47,,23.11,,,-89,0.5,0,7,7.32,43.1,1.92,4.42,14.41,24.45,12.65,27.58,-6.31,-5.91,,44,-69,,,28
09/17/2013T3:26:07Z,5,GantryFailure,1,,501,28.47,,23.11,,,-102,129.8,0,7,7.77,43.1,1.94,4.44,10.22,24.51,8.89,27.76,-6.31,-5.93,,70,-20,,,
09/17/2013T3:26:08Z,5,GantryFailure,1,,501,28.47,,23.11,,,-102,129.8,0,7,7.77,43.1,1.94,4.44,14.41,24.51,8.89,27.76,-6.31,-5.93,,70,-20,,,
09/17/2013T3:26:09Z,5,GantryFailure,1,,501,28.47,,23.11,,,-102,129.8,0,7,7.33,43.1,1.94,4.44,14.41,24.51,11.94,27.76,-6.31,-5.93,,70,-20,,,28
09/18/2013T2:59:20Z,5,RailFailure,1,258,,28.57,,23.1,,,-89,0.6,0,7,15.01,43.1,1.79,4.28,10.45,24.49,10,27.68,-6.27,-5.91,,44,-71,,,
09/18/2013T2:59:23Z,5,RailFailure,1,258,,28.57,,23.1,,,-89,0.6,0,7,7.28,43.1,1.79,4.28,14.41,24.49,12.94,27.68,-6.27,-5.91,,44,-71,,,28
09/18/2013T2:59:26Z,5,RailFailure,1,258,,28.57,,23.1,,,-89,0.6,0,7,7.28,43.1,1.79,4.28,14.41,24.49,12.94,27.68,-6.27,-5.91,,44,-71,,,28
09/18/2013T3:01:03Z,5,Normal,1,25,,28.57,,23.1,,,-89,0.6,0,7,7.33,43.3,1.8,4.44,14.41,24.49,12.58,27.68,-6.27,-5.91,,44,-74,,,28
09/18/2013T3:01:06Z,5,Normal,1,25,,28.57,,23.1,,,-89,0.6,0,7,7.33,43.3,1.8,4.44,14.41,24.49,12.58,27.68,-6.27,-5.91,,44,-74,,,28
09/18/2013T3:01:09Z,5,Normal,1,25,,28.57,,23.1,,,-89,0.6,0,7,7.33,43.3,1.8,4.44,14.41,24.49,12.58,27.68,-6.27,-5.91,,44,-74,,,28
09/18/2013T3:01:16Z,5,Normal,1,25,,28.57,,23.1,,,-89,0.6,0,7,7.33,43.3,1.8,4.44,14.41,24.49,12.58,27.68,-6.27,-5.91,,44,-74,,,
09/18/2013T4:31:43Z,5,GantryFailure,1,,501,28.57,,23.1,,,89,50,0,7,14.97,43,1.81,4.42,10.31,24.45,9.32,27.6,-6.27,-5.92,,21,-53,,,
09/18/2013T4:31:44Z,5,GantryFailure,1,,501,28.57,,23.1,,,89,50,0,7,7.89,43,1.81,4.42,14.41,24.45,9.32,27.6,-6.27,-5.92,,21,-53,,,
09/18/2013T4:31:47Z,5,GantryFailure,1,,501,28.57,,23.1,,,89,50,0,7,7.33,43,1.81,4.42,14.41,24.45,12.35,27.6,-6.27,-5.92,,21,-53,,,28
09/18/2013T4:31:49Z,5,GantryFailure,1,,501,28.57,,23.1,,,89,50,0,7,7.33,43,1.81,4.42,14.41,24.45,12.35,27.6,-6.27,-5.92,,21,-53,,,28
09/18/2013T4:31:53Z,5,GantryFailure,1,,501,28.57,,23.1,,,89,50,0,7,7.33,43,1.81,4.42,14.41,24.45,12.35,27.6,-6.27,-5.92,,21,-53,,,28
09/19/2013T2:58:43Z,5,Normal,1,25,,28.86,,23.12,,,-89,-0.1,0,7,7.74,42.9,1.8,4.43,14.03,24.5,9.41,27.73,-6.16,-5.98,,42,-76,,,
09/19/2013T2:58:47Z,5,Normal,1,25,,28.86,,23.12,,,-89,-0.1,0,7,7.35,42.9,1.8,4.43,14.31,24.5,12.68,27.73,-6.21,-5.98,,42,-76,,,28
09/30/2013T3:34:22Z,5,Normal,1,265,,28.71,,23.1,,,-89,-0.2,0,7,7.48,43.2,1.79,4.43,14.31,24.5,9.21,27.81,-6.28,-5.91,,72,-76,,,
09/30/2013T3:34:26Z,5,Normal,1,265,,28.71,,23.1,,,-89,-0.2,0,7,7.31,43.2,1.79,4.43,14.31,24.5,12.79,27.81,-6.28,-5.91,,72,-76,,,28
09/30/2013T3:34:29Z,5,Normal,1,265,,28.71,,23.1,,,-89,-0.2,0,7,7.31,43.2,1.79,4.43,14.31,24.5,12.79,27.81,-6.28,-5.91,,72,-76,,,28
09/30/2013T3:34:31Z,5,Normal,1,265,,28.71,,23.1,,,-89,-0.2,0,7,7.31,43.2,1.79,4.43,14.31,24.5,12.79,27.81,-6.28,-5.91,,72,-76,,,28
10/01/2013T3:04:50Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,8.05,43,1.81,4.44,14.12,24.49,9.71,27.78,-6.28,-5.89,,72,-76,,,
10/01/2013T3:04:51Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,7.37,43,1.81,4.44,14.41,24.49,13,27.78,-6.28,-5.89,,72,-76,,,28
10/01/2013T3:04:54Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,7.37,43,1.81,4.44,14.41,24.49,13,27.78,-6.28,-5.89,,72,-76,,,28
10/01/2013T3:04:57Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,7.37,43,1.81,4.44,14.41,24.49,13,27.78,-6.28,-5.89,,72,-76,,,28
10/01/2013T3:05:01Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,7.37,43,1.81,4.44,14.12,24.49,13,27.78,-6.28,-5.89,,72,-76,,,28
10/01/2013T3:05:06Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,7.31,43,1.81,4.44,14.12,24.49,13,27.78,-6.28,-5.89,,72,-76,,,28
10/01/2013T3:05:27Z,5,Normal,1,25,,28.68,,23.08,,,-90,0.2,0,7,7.31,43,1.81,4.44,14.12,24.49,13,27.78,-6.28,-5.89,,72,-76,,,28
10/01/2013T4:01:06Z,5,RailFailure,1,265,,28.61,,23.08,,,90,-0.2,0,7,7.3,43.3,1.8,4.46,14.5,24.49,12.83,27.78,-6.27,-5.91,,72,-76,,,
10/01/2013T4:01:22Z,5,RailFailure,1,265,,28.61,,23.08,,,90,-0.2,0,7,7.3,43.3,1.8,4.46,14.5,24.49,12.83,27.78,-6.27,-5.91,,72,-76,,,28
10/01/2013T4:01:42Z,5,RailFailure,1,265,,28.61,,23.08,,,90,-0.2,0,7,7.3,43.3,1.8,4.46,14.5,24.49,12.83,27.78,-6.27,-5.91,,72,-76,,,28
10/01/2013T4:02:55Z,5,RailFailure,1,265,,28.61,,23.08,,,90,-0.2,0,7,7.3,43.3,1.8,4.46,14.5,24.49,12.83,27.78,-6.27,-5.91,,72,-76,,,28
10/01/2013T4:03:00Z,5,RailFailure,1,265,,28.61,,23.08,,,90,-0.2,0,7,7.3,43.3,1.8,4.46,14.5,24.49,12.83,27.78,-6.27,-5.91,,72,-76,,,28
10/01/2013T4:03:43Z,5,RailFailure,1,265,,28.61,,23.08,,,90,-0.2,0,7,7.3,43.3,1.8,4.46,14.5,24.49,12.83,27.78,-6.27,-5.91,,72,-76,,,28
10/01/2013T5:18:08Z,5,GantryFailure,1,,501,28.61,,23.08,,,-103,126.9,0,7,14.95,43,1.83,4.44,10.36,24.48,8.74,27.78,-6.27,-5.92,,94,-27,,,
10/01/2013T5:18:09Z,5,GantryFailure,1,,501,28.61,,23.08,,,-103,126.9,0,7,7.6,43,1.83,4.44,14.59,24.48,8.74,27.78,-6.27,-5.92,,94,-27,,,
10/01/2013T5:18:10Z,5,GantryFailure,1,,501,28.61,,23.08,,,-103,126.9,0,7,7.6,43,1.83,4.44,14.59,24.48,11.95,27.78,-6.27,-5.92,,94,-27,,,28
10/01/2013T5:18:13Z,5,GantryFailure,1,,501,28.61,,23.08,,,-103,126.9,0,7,7.33,43,1.83,4.44,14.59,24.48,11.95,27.78,-6.27,-5.92,,94,-27,,,28
10/01/2013T5:18:16Z,5,GantryFailure,1,,501,28.61,,23.08,,,-103,126.9,0,7,7.33,43,1.83,4.44,14.59,24.48,11.95,27.78,-6.27,-5.92,,94,-27,,,28
10/01/2013T5:53:25Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-27.8,0,7,14.93,42.9,1.84,4.43,10.5,24.51,8.47,27.68,-6.22,-5.91,,107,-76,,,
10/01/2013T5:53:26Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-27.8,0,7,7.35,42.9,1.84,4.43,14.41,24.51,11.96,27.68,-6.22,-5.91,,107,-76,,,28
10/01/2013T5:53:29Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-27.8,0,7,7.35,42.9,1.84,4.43,14.41,24.51,11.96,27.68,-6.22,-5.91,,107,-76,,,28
10/01/2013T5:53:33Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-27.8,0,7,7.35,42.9,1.84,4.43,14.41,24.51,11.96,27.68,-6.22,-5.91,,107,-76,,,28
10/02/2013T3:08:39Z,5,Normal,1,265,,28.36,,23.08,,,-90,0,0,7,8.09,43.2,1.81,4.43,10.5,24.5,9.55,27.78,-6.22,-5.92,,68,-73,,,
10/02/2013T3:08:40Z,5,Normal,1,265,,28.36,,23.08,,,-90,0,0,7,7.33,43.2,1.81,4.43,14.31,24.5,12.21,27.78,-6.22,-5.92,,68,-73,,,28
10/02/2013T3:08:43Z,5,Normal,1,265,,28.36,,23.08,,,-90,0,0,7,7.33,43.2,1.81,4.43,14.31,24.5,12.21,27.78,-6.22,-5.92,,68,-73,,,28
10/02/2013T3:08:46Z,5,Normal,1,265,,28.36,,23.08,,,-90,0,0,7,7.33,43.2,1.81,4.43,14.31,24.5,12.21,27.78,-6.22,-5.92,,68,-73,,,28
10/02/2013T3:08:49Z,5,Normal,1,265,,28.36,,23.08,,,-90,0,0,7,7.33,43.2,1.81,4.43,14.31,24.5,12.21,27.78,-6.22,-5.92,,68,-73,,,28
10/02/2013T3:09:01Z,5,Normal,1,265,,28.36,,23.08,,,-90,0,0,7,7.33,43.2,1.81,4.43,14.31,24.5,12.21,27.78,-6.22,-5.92,,68,-73,,,
10/03/2013T3:03:13Z,5,Normal,1,324,,28.5,,23.12,,,-89,-0.1,0,7,7.92,43.2,1.81,4.41,12.05,24.48,9.45,27.68,-6.12,-5.92,,72,-76,,,
10/03/2013T3:03:16Z,5,Normal,1,324,,28.5,,23.12,,,-89,-0.1,0,7,7.26,43.2,1.81,4.41,14.31,24.48,12.62,27.68,-6.12,-5.92,,72,-76,,,28
10/03/2013T3:03:19Z,5,Normal,1,324,,28.5,,23.12,,,-89,-0.1,0,7,7.26,43.2,1.81,4.41,14.31,24.48,12.62,27.68,-6.12,-5.92,,72,-76,,,28
10/03/2013T3:03:22Z,5,Normal,1,324,,28.5,,23.12,,,-89,-0.1,0,7,7.26,43.2,1.81,4.41,14.31,24.48,12.62,27.68,-6.12,-5.92,,72,-76,,,28
10/03/2013T4:05:35Z,5,GantryFailure,1,,501,28.29,,23.12,,,89,49.8,0,7,7.88,42.9,1.8,4.46,10.36,24.55,9.2,27.78,-6.27,-5.96,,51,-53,,,
10/03/2013T4:05:37Z,5,GantryFailure,1,,501,28.29,,23.12,,,89,49.8,0,7,7.88,42.9,1.8,4.46,14.45,24.55,9.2,27.78,-6.27,-5.96,,51,-53,,,28
10/03/2013T4:05:39Z,5,GantryFailure,1,,501,28.29,,23.12,,,89,49.8,0,7,7.38,42.9,1.8,4.46,14.45,24.55,12.41,27.78,-6.27,-5.96,,51,-53,,,28
10/03/2013T4:05:42Z,5,GantryFailure,1,,501,28.29,,23.12,,,89,49.8,0,7,7.38,42.9,1.8,4.46,14.45,24.55,12.41,27.78,-6.27,-5.96,,51,-53,,,28
10/03/2013T4:05:44Z,5,GantryFailure,1,,501,28.29,,23.12,,,89,49.8,0,7,7.38,42.9,1.8,4.46,14.45,24.55,12.41,27.78,-6.27,-5.96,,51,-53,,,28
10/03/2013T4:05:54Z,5,GantryFailure,1,,501,28.29,,23.12,,,89,49.8,0,7,7.32,42.9,1.8,4.46,14.45,24.55,12.41,27.78,-6.27,-5.96,,51,-53,,,28
10/04/2013T3:06:08Z,5,Normal,1,265,,28.43,,23.06,,,-90,0,0,7,15.05,43.1,1.8,4.44,14.22,24.5,9.13,27.78,-6.18,-5.94,,72,-79,,,
10/04/2013T3:06:11Z,5,Normal,1,265,,28.43,,23.06,,,-90,0,0,7,7.29,43.1,1.8,4.44,14.22,24.5,12.53,27.78,-6.18,-5.94,,72,-79,,,28
10/04/2013T3:06:14Z,5,Normal,1,265,,28.43,,23.06,,,-90,0,0,7,7.29,43.1,1.8,4.44,14.22,24.5,12.53,27.78,-6.18,-5.94,,72,-79,,,28
10/04/2013T3:06:18Z,5,Normal,1,265,,28.43,,23.06,,,-90,0,0,7,7.29,43.1,1.8,4.44,14.22,24.5,12.53,27.78,-6.18,-5.94,,72,-79,,,28
10/04/2013T3:35:28Z,5,RailFailure,1,25,,28.43,,23.06,,,-89,-0.5,0,7,10.85,42.8,1.82,4.47,10.59,24.51,12.85,27.81,-6.23,-5.91,,72,-82,,,
10/04/2013T3:35:31Z,5,RailFailure,1,25,,28.43,,23.06,,,-89,-0.5,0,7,7.31,42.8,1.82,4.47,14.41,24.51,12.85,27.81,-6.23,-5.91,,72,-82,,,28
10/04/2013T3:35:35Z,5,RailFailure,1,25,,28.43,,23.06,,,-89,-0.5,0,7,7.31,42.8,1.82,4.47,14.41,24.51,12.85,27.81,-6.23,-5.91,,72,-82,,,28
10/04/2013T4:05:31Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,15.02,42.9,1.81,4.31,10.22,24.5,9.23,27.78,-6.23,-5.83,,178,-65,,,
10/04/2013T4:05:32Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,7.52,42.9,1.81,4.31,13.94,24.5,9.23,27.78,-6.23,-5.88,,178,-65,,,
10/04/2013T4:05:33Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,7.52,42.9,1.81,4.31,14.36,24.5,12.94,27.78,-6.23,-5.88,,178,-65,,,28
10/04/2013T4:05:35Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,7.33,42.9,1.81,4.31,14.36,24.5,12.94,27.78,-6.23,-5.88,,178,-65,,,28
10/04/2013T4:06:06Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,7.33,42.9,1.81,4.31,14.36,24.5,12.94,27.78,-6.23,-5.88,,178,-65,,,28
10/04/2013T4:06:51Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,14.93,42.9,1.82,4.34,10.45,24.48,10.01,27.73,-6.23,-5.88,,178,-65,,,
10/04/2013T4:06:54Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,7.32,42.9,1.82,4.34,14.36,24.48,12.96,27.73,-6.23,-5.88,,178,-65,,,28
10/04/2013T4:06:56Z,5,Normal,1,,,28.36,,23.07,,,-169,-89.6,0,7,7.32,42.9,1.82,4.34,14.36,24.48,12.96,27.73,-6.23,-5.88,,178,-65,,,28
10/04/2013T5:16:03Z,5,GantryFailure,1,,501,29.14,,23.07,,,0,-36.7,0,7,8.28,42.9,1.79,4.28,10.5,24.51,8.72,27.81,-6.28,-5.88,,114,-76,,,
10/04/2013T5:16:04Z,5,GantryFailure,1,,501,28.08,,23.07,,,0,-36.7,0,7,8.28,42.9,1.79,4.28,14.41,24.51,12.29,27.81,-6.28,-5.88,,114,-76,,,
10/04/2013T5:16:06Z,5,GantryFailure,1,,501,28.08,,23.07,,,0,-36.7,0,7,7.4,42.9,1.79,4.28,14.41,24.51,12.29,27.81,-6.28,-5.88,,114,-76,,,28
10/04/2013T5:16:10Z,5,GantryFailure,1,,501,28.08,,23.07,,,0,-36.7,0,7,7.3,42.9,1.79,4.28,14.41,24.51,12.29,27.81,-6.28,-5.88,,114,-76,,,28
10/04/2013T5:16:13Z,5,GantryFailure,1,,501,28.08,,23.07,,,0,-36.7,0,7,7.3,42.9,1.79,4.28,14.41,24.51,12.29,27.81,-6.28,-5.88,,114,-76,,,28
10/07/2013T3:00:08Z,5,Normal,1,265,,28.54,,23.09,,,-90,-0.1,0,7,9.29,43.1,1.79,4.44,10.31,24.48,9.19,27.78,-6.32,-5.87,,72,-78,,,
10/07/2013T3:00:13Z,5,Normal,1,265,,28.54,,23.09,,,-90,-0.1,0,7,9.29,43.1,1.79,4.44,14.41,24.48,9.19,27.78,-6.32,-5.87,,72,-78,,,
10/07/2013T3:00:15Z,5,Normal,1,265,,28.54,,23.09,,,-90,-0.1,0,7,7.31,43.1,1.79,4.44,14.41,24.48,12.74,27.78,-6.32,-5.87,,72,-78,,,28
10/07/2013T3:00:16Z,5,Normal,1,265,,28.54,,23.09,,,-90,-0.1,0,7,7.31,43.1,1.79,4.44,14.41,24.48,12.74,27.78,-6.32,-5.87,,72,-78,,,28
10/08/2013T3:33:06Z,5,Normal,1,25,,28.61,,23.09,,,-89,0.7,0,7,7.38,42.9,1.81,4.36,14.41,24.46,12.35,27.94,-6.21,-5.66,,72,-76,,,
10/08/2013T3:33:08Z,5,Normal,1,25,,28.61,,23.09,,,-89,0.7,0,7,7.3,42.9,1.81,4.36,14.41,24.46,12.35,27.94,-6.21,-5.66,,72,-76,,,28
10/08/2013T3:33:10Z,5,Normal,1,25,,28.61,,23.09,,,-89,0.7,0,7,7.3,42.9,1.81,4.36,14.41,24.46,12.35,27.94,-6.21,-5.66,,72,-76,,,28
10/08/2013T3:33:11Z,5,Normal,1,25,,28.61,,23.09,,,-89,0.7,0,7,7.3,42.9,1.81,4.36,14.41,24.46,12.35,27.94,-6.21,-5.66,,72,-76,,,28
10/08/2013T3:33:14Z,5,Normal,1,25,,28.61,,23.09,,,-89,0.7,0,7,7.3,42.9,1.81,4.36,14.41,24.46,12.35,27.94,-6.21,-5.71,,72,-76,,,28
10/08/2013T3:33:16Z,5,Normal,1,25,,28.61,,23.09,,,-89,0.7,0,7,7.3,42.9,1.81,4.36,14.41,24.46,12.35,27.94,-6.21,-5.71,,72,-76,,,
10/08/2013T4:00:33Z,5,GantryFailure,1,,501,28.61,,23.09,,,-89,89.9,0,7,10.76,42.8,1.86,4.43,10.31,24.51,9.52,27.97,-6.21,-5.97,,64,-40,,,
10/08/2013T4:00:35Z,5,GantryFailure,1,,501,28.61,,23.09,,,-89,89.9,0,7,7.33,42.8,1.86,4.43,14.41,24.51,12.3,27.97,-6.21,-5.97,,64,-40,,,28
10/08/2013T4:00:38Z,5,GantryFailure,1,,501,28.61,,23.09,,,-89,89.9,0,7,7.33,42.8,1.86,4.43,14.41,24.51,12.3,27.97,-6.21,-5.97,,64,-40,,,28
10/08/2013T4:00:42Z,5,GantryFailure,1,,501,28.61,,23.09,,,-89,89.9,0,7,7.33,42.8,1.86,4.43,14.41,24.51,12.3,27.97,-6.21,-5.97,,64,-40,,,28
10/09/2013T2:59:30Z,5,Normal,1,258,,27.86,,23.1,,,-89,0,0,7,15.02,43.2,1.81,4.45,10.88,24.5,9.26,27.65,-6.32,-5.92,,72,-76,,,
10/09/2013T2:59:31Z,5,Normal,1,258,,27.86,,23.1,,,-89,0,0,7,7.49,43.2,1.81,4.45,14.5,24.5,9.26,27.65,-6.32,-5.92,,72,-76,,,
10/09/2013T2:59:33Z,5,Normal,1,258,,27.86,,23.1,,,-89,0,0,7,7.32,43.2,1.81,4.45,14.5,24.5,12.76,27.65,-6.32,-5.92,,72,-76,,,28
10/09/2013T2:59:36Z,5,Normal,1,258,,27.86,,23.1,,,-89,0,0,7,7.32,43.2,1.81,4.45,14.5,24.5,12.76,27.65,-6.32,-5.92,,72,-76,,,28
10/09/2013T2:59:39Z,5,Normal,1,258,,27.86,,23.1,,,-89,0,0,7,7.32,43.2,1.81,4.45,14.5,24.5,12.76,27.65,-6.32,-5.92,,72,-76,,,28
10/09/2013T6:23:59Z,5,GantryFailure,1,25,501,28.39,,23.08,,,115,-120.9,0,7,10.76,43.2,1.8,4.35,12.57,24.51,8.89,27.71,-6.34,-5.91,,193,-47,,,
10/09/2013T6:24:02Z,5,GantryFailure,1,25,501,28.39,,23.08,,,115,-120.9,0,7,7.33,43.2,1.8,4.35,14.5,24.51,12.07,27.71,-6.34,-5.91,,193,-47,,,28
10/09/2013T6:24:05Z,5,GantryFailure,1,25,501,28.39,,23.08,,,115,-120.9,0,7,7.33,43.2,1.8,4.35,14.5,24.51,12.07,27.71,-6.34,-5.91,,193,-47,,,28
10/09/2013T7:39:43Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-179.7,0,7,14.97,43,1.81,4.43,10.31,24.5,9.43,27.73,-6.29,-5.92,,160,-19,,,
10/09/2013T7:39:44Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-179.7,0,7,7.71,43,1.81,4.43,14.59,24.5,9.43,27.73,-6.29,-5.92,,160,-19,,,
10/09/2013T7:39:48Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-179.7,0,7,7.35,43,1.81,4.43,14.59,24.5,12.44,27.73,-6.29,-5.92,,160,-19,,,28
10/09/2013T7:39:51Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-179.7,0,7,7.35,43,1.81,4.43,14.31,24.5,12.44,27.73,-6.29,-5.92,,160,-19,,,28
10/09/2013T7:39:53Z,5,GantryFailure,1,,,28.43,,23.08,,,0,-179.7,0,7,7.35,43,1.81,4.43,14.31,24.5,12.44,27.73,-6.29,-5.92,,160,-19,,,28
10/09/2013T8:54:49Z,5,GantryFailure,1,,501,28.43,0.39,23.08,,,89,49.4,424,7,15.01,43.1,1.81,4.44,10.45,24.52,9.06,27.63,-6.29,-5.9,,44,-61,,,
10/09/2013T8:54:50Z,5,GantryFailure,1,,501,28.43,0.39,23.08,,,89,49.4,424,7,7.56,43.1,1.81,4.44,14.41,24.52,12.03,27.63,-6.29,-5.9,,44,-61,,,28
10/09/2013T8:54:52Z,5,GantryFailure,1,,501,28.43,0.39,23.08,,,89,49.4,424,7,7.37,43.1,1.81,4.44,14.41,24.52,12.03,27.63,-6.29,-5.9,,44,-61,,,28
10/09/2013T8:54:53Z,5,GantryFailure,1,,501,28.43,0.39,23.08,,,89,49.4,424,7,7.37,43.1,1.81,4.44,14.41,24.52,12.03,27.63,-6.29,-5.9,,44,-61,,,28
10/09/2013T8:54:55Z,5,GantryFailure,1,,501,28.43,0.39,23.08,,,89,49.4,424,7,7.37,43.1,1.81,4.44,14.41,24.52,12.03,27.63,-6.29,-5.9,,44,-61,,,28
10/10/2013T3:03:51Z,5,Normal,1,258,,28.36,,23.12,,,-90,0.8,0,7,8.31,43.3,1.81,4.42,10.36,24.5,9.63,27.63,-6.28,-5.91,,72,-76,,,
10/10/2013T3:03:54Z,5,Normal,1,258,,28.36,,23.12,,,-90,0.8,0,7,7.3,43.3,1.81,4.42,14.31,24.5,12.7,27.63,-6.28,-5.91,,72,-76,,,28
10/10/2013T3:03:57Z,5,Normal,1,258,,28.36,,23.12,,,-90,0.8,0,7,7.3,43.3,1.81,4.42,14.31,24.5,12.7,27.63,-6.28,-5.91,,72,-76,,,28
10/10/2013T3:04:00Z,5,Normal,1,258,,28.36,,23.12,,,-90,0.8,0,7,7.3,43.3,1.81,4.42,14.31,24.5,12.7,27.63,-6.28,-5.91,,72,-76,,,28
